b'RT @amplanx: Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6';
b'@lchimolalla pasti ppkm :(';
b'@Itzgyulicious iya sih pasti di batas juga yang bantu-bantu nya sekarang mana ppkm banget..';
b'RT @erasmus70: Ini lebih ajaib lagi \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nGw bingung berita bohongnya sebelah mana, ini polisi megang UU versi sendiri atau gmn sih begini b\xe2\x80\xa6';
b'PPKM = Pandai Pandai Kaulah cari Mesjid \xf0\x9f\xa4\xa7';
b'RT @omdirects_: Sukabumi, sebelum PPKM.\n\nfotonya udah mayan lama, tp males bgt upload ke IG \xf0\x9f\x98\xaa\n\nkalian jadi pada males upload foto ke feed j\xe2\x80\xa6';
b'Opo nek bar ppkm ki viruse ilang? Lakok do diundur kabeh belehe.';
"b'trubus rahardiansyah :\n""KEDEPANNYA, PPKM HARUS DIPERKETAT "" \n@tvOneNews \n\n@RadenPardede : setelah melihat data sepe\xe2\x80\xa6 https://t.co/eXNZuBxGjc'";
"b'RT @mas_triadhianto: A: ""Bro, kurban apa tahun ini bro?""\nB: ""Gue udah berkurban perasaan bro\xe2\x80\x9d\n\nKalo ada warga bekasi yg masih ngejokes kaya\xe2\x80\xa6'";
b'@Alergisefood kan ppkm sksk';
b'@CNNIndonesia Makanya terjun pimpin langsung PPKM pak, biar tahu kondisi lapangan, percuma lip service terus dibalik istana';
b'RT @detikcom: Ketua DPR RI Puan Maharani meminta pemerintah menyampaikan hasil evaluasi PPKM darurat yang telah berlangsung 3-20 Juli dulu\xe2\x80\xa6';
b'Mirip Malaysia, Puluhan Hotel dan Restoran di Garut Pasang Bendera Putih karena\xc2\xa0PPKM https://t.co/bmkoEVxGGq';
b'Anjay, nama baru lagi\nGw kira setelah darurat jadi PPKM Transisi ternyata PPKM Leveling https://t.co/HmefeISnMy';
b'RT @txtdrhotel: Cocok untuk yang lagi ppkm https://t.co/GPxJ0Vr5e6';
"b'RT @DivHumas_Polri: ""Saya sudah perintahkan kepada jajaran dan dibantu Babinsa untuk mendata dan me-mapping masyarakat yang terdampak PPKM\xe2\x80\xa6'";
b'barangkali ada yg butuh kambing qurban bisa DM ke sy khusus area bandung \nStock sy masih ada 9 ekor lagi \nJualan sepi krna PPKM';
b'@arbnputr @reinaldomaramis @catsedih siapa juga yang ngomong prokes sama ppkm sama.di baca dulu mas broww';
b'PPKM Darurat Polsek  Mertoyudan  bagi bagi bansos kepada Warga yang terdampak.\n\n#PolsekMertoyudanPeduli#\n#Tetapmeng\xe2\x80\xa6 https://t.co/hG3Fzf3j5V';
b'Polsek Jetis salurkan Bansos PPKM Darurat.\n\nBerita lengkap klik di  :\nhttps://t.co/7jg6J1WcXZ\n\n@polresjogja\xe2\x80\xa6 https://t.co/vD17uAIKea';
b'@japketi48 *PPKM';
b'@shbt_pegadaian dengan adanya PPKM, bagaimana dengan bunga nya apakah bunga berjalaan selama PPKM, kami ingin bayar\xe2\x80\xa6 https://t.co/XPQbwmtdW7';
b'Viral Aksi Coret Mobil Bentuk Protes PPKM, Ini Respons Polisi https://t.co/WI6BcV2WlQ';
b'RT @QaillaAsyiqah: Sedang Berlangsung~\nAksi Nasional dari Mahasiswa Maluku Tolak PPKM, Turunkan Jokowi!! Kota Ambon (19/Juli/2021) https://\xe2\x80\xa6';
b'RT @NcuhiRiwo: 3 Orang Ditangkap usai Tuntut Negara Tanggung Jawab PPKM https://t.co/jPC9QHqmcG \n\nKoq bisa ??';
b'@whatzittooya0 oiya ppkm.. kamsmsmksksk lama\xf0\x9f\x98\xad';
b'RT @Bimo_KY: PPKM fix diperpanjang? Yaudah kesempatan banyakin waktu sama Eya, seperti biasa kelas kombinasi, kali ini mengenal hewan sambi\xe2\x80\xa6';
b'Di kampung ku gada PPKM , tapi karna di tinggalin akhirnya aku sholat dirumah sendirian dong\xf0\x9f\x98\xad';
