b'RT @friendthefun_: Polisi waktu mau menertibkan PPKM\nThe Undertaker be like: https://t.co/LHTw4Ni6QZ';;;;;;
b'@republikaonline 5M, PSBB, PPKM, Vaksin 1, Vaksin 2.. Angka positif tetap aja naik?? #KebijakanBlunder https://t.co/Z8EAp63aTJ';;;;;;
b'Jika PPKM hasilnya sama saja,  dilanjutkan dengan Adu Penalti...\n.\n.\nAwkawok #*$\xe2\x82\xac\xc2\xa5&amp;;;;;;
b'RT @bank_indonesia: Teruntuk #SobatRupiah yang berjualan dari rumah,\n \nSelama masa PPKM, jangan patah semangat ya! Coba #berimakna usahamu\xe2\x80\xa6';;;;;;
b'@TimpalBali selema pemerintah bisa memenuhi kebutuhan pokok masyarakat, internet dan menunda pembayarannya kredit b\xe2\x80\xa6 https://t.co/cz2J9Lb3KN';;;;;;
b'RT @RanggaWidigda: Setuju \xf0\x9f\x91\x8d\n\nMemang sudah saatnya PPKM distop dan diganti dengan karantina wilayah. Mau sampe kapan nih bikin istilah baru\xe2\x80\xa6';;;;;;
b'RT @KompasTV: YLBHI: Pemerintah Pakai Istilah PSBB hingga PPKM untuk Hindari Kewajiban Penuhi Kebutuhan Warga https://t.co/DMYbXkfGKk https\xe2\x80\xa6';;;;;;
b'Efek PPKM... https://t.co/w15Te5XCVb';;;;;;
b'RT @Bimo_KY: PPKM fix diperpanjang? Yaudah kesempatan banyakin waktu sama Eya, seperti biasa kelas kombinasi, kali ini mengenal hewan sambi\xe2\x80\xa6';;;;;;
b'Maslah ppkm menjadi riweh';;;;;;
b'Pagi PPKM... Masih dengan harapan sama di tiap senin\nSemoga kerjaan seminggu ini lancar';;;;;;
b'RT @NUgarislucu: PPKM diperpanjang sampai Nabi Isa turun.';;;;;;
b'RT @tirta_hudhi: Itulah alesan kenapa pak LBP sampai meminta maaf. Karena memang ppkm tidak efektif\n\nJadi menurut saya bang @adearmando1 ,\xe2\x80\xa6';;;;;;
b'Ahhh, yg lain udh mulai magang. \nGw sendirian yg belom, gegara tempat magang ikut kema imbas dari ppkm :( \nMasa har\xe2\x80\xa6 https://t.co/W3FhHLyhMa';;;;;;
b'RT @t0pberurat: PPKM\nPelan Pelan Kita Mati\nOpen bo massage in out jakrta pusat 083827971119\nMohon bantu RT suhu kali ja msih ada yg minat b\xe2\x80\xa6';;;;;;
b'RT @bigwinterosdah: untuk yang dom di Purwokerto, mampir yuk ke kedai aku dan ibuku, hehe ramaikann soalnya semenjak PPKM sepi sekali huhu\xe2\x80\xa6';;;;;;
b'RT @tirta_hudhi: Tingkat positivity rate di Indonesia untuk covid, itu tinggi\n\nDan sudah seharusnya pembatasan mobilitas adalah solusi\n\nPpk\xe2\x80\xa6';;;;;;
